id,OBJECTID,Shape_Leng,Shape_Area,A1C_BPS,A1N_BPS,A2C_BPS,A2N_BPS,A1C_SIAK,A1N_SIAK,A2C_SIAK,A2N_SIAK,YEAR,Type,Hectares,A2TEXT,SquareKM,latitude,longitude,provinsi_clean,Provinsi_x,2022_x,2023_x,Ketahanan Bangunan.csv.xl,Tembok,Plesteran Anyaman Bambu/Kawat,Kayu/Papan,Anyaman Bambu,Batang Kayu,Bambu,Lainnya,Listrik,Gas,Minyak Tanah,Kayu Bakar,Briket/Arang/Lainnya,Tidak Memasak,Milik Sendiri,Kontrak/Sewa,Bebas Sewa,Dinas,Pengeluaran Bahan Bakar.c,Listrik PLN,Listrik Non-PLN,Bukan Listrik,Sewa/Kontrak Rumah,Pemeliharaan dan Perbaikan Ringan,Air,Bahan Bakar,Kebutuhan Lainnya untuk Rumah,SHM atas Nama ART,SHM Bukan atas Nama ART dengan Perjanjian,SHM Bukan atas Nama ART tanpa Perjanjian,Air Kemasan Bermerk,Air Isi Ulang,Leding,Sumur Bor/Pompa,Sumur Terlindung,Sumur Tak Terlindung,Mata Air Terlindung,Mata Air Tak Terlindung,Air Permukaan,Air Hujan,Akses Air Minum Layak.csv,Beton,Genteng,Seng,Asbes,Kayu/Sirap,Jerami/Ijuk/Daun-Daunan/Rumbia,Akses Sanitasi Layak.csv.,Pengeluaran Air.csv.xlsx,Rumah Layak Huni.csv.xlsx,Marmer/Granit,Keramik,Parket/Vinil/Karpet,Ubin/Tegel/Teraso,Semen/Bata Merah,Tanah,Pengeluaran Gas.csv.xlsx,Ada Digunakan hanya ART Sendiri,Ada Digunakan bersama ART Rumah Tangga Tertentu,Ada di MCK Komunal,Ada di MCK Umum,Ada ART Tidak Menggunakan,Tidak Ada Fasilitas,Pengeluaran Perbaikan.csv,Pengeluaran Listrik.csv.x,Pengeluaran Sewa.csv.xlsx,Fasilitas Cuci Tangan.csv,≥7.2 m2,≥10 m2,Provinsi_y,2022_y,2023_y,2024,jarak_ke_provinsi
,179,0.210530096664,0.000905975492415,32,Jawa Barat,3215,Karawang,32,Jawa Barat,3215,Karawang,2017,Kabupaten,193702.73085,3215,1949.92698,-6.252023717395748,107.3542287175649,JAWA BARAT,Jawa Barat,77.31,77.68,78.81,89.92,1.06,3.39,4.46,0.14,0.31,0.72,0.54,94.06,0.05,4.65,0.04,0.65,83.44,5.91,10.35,0.3,15852.0,99.9,0.09,,0.65,0.45,0.29,1.31,0.22,54.91,2.81,4.31,9.89,42.35,4.89,17.94,14.47,1.02,7.58,1.63,0.23,,94.9,3.38,79.7,1.4,15.33,0.03,0.02,75.1,5476.0,56.25,2.35,79.87,0.34,5.24,5.92,0.79,14300.0,89.82,6.99,0.47,1.35,0.08,1.28,11260.0,45880.0,10781.0,82.37,94.26,86.21,Jawa Barat,12051.0,10256.0,10781.0,0
,180,0.107032247241,0.00043934335139,32,Jawa Barat,3216,Bekasi,32,Jawa Barat,3216,Bekasi,2017,Kabupaten,128283.19421,3216,1291.3762,-6.215388528000242,107.12065980466356,JAWA BARAT,Jawa Barat,77.31,77.68,78.81,89.92,1.06,3.39,4.46,0.14,0.31,0.72,0.54,94.06,0.05,4.65,0.04,0.65,83.44,5.91,10.35,0.3,15852.0,99.9,0.09,,0.65,0.45,0.29,1.31,0.22,54.91,2.81,4.31,9.89,42.35,4.89,17.94,14.47,1.02,7.58,1.63,0.23,,94.9,3.38,79.7,1.4,15.33,0.03,0.02,75.1,5476.0,56.25,2.35,79.87,0.34,5.24,5.92,0.79,14300.0,89.82,6.99,0.47,1.35,0.08,1.28,11260.0,45880.0,10781.0,82.37,94.26,86.21,Jawa Barat,12051.0,10256.0,10781.0,0
,181,0.129220544624,0.00084550181987,32,Jawa Barat,3217,Bandung Barat,32,Jawa Barat,3217,Bandung Barat,2017,Kabupaten,129550.23311,3217,1304.10743,-6.897055954169557,107.4149529293919,JAWA BARAT,Jawa Barat,77.31,77.68,78.81,89.92,1.06,3.39,4.46,0.14,0.31,0.72,0.54,94.06,0.05,4.65,0.04,0.65,83.44,5.91,10.35,0.3,15852.0,99.9,0.09,,0.65,0.45,0.29,1.31,0.22,54.91,2.81,4.31,9.89,42.35,4.89,17.94,14.47,1.02,7.58,1.63,0.23,,94.9,3.38,79.7,1.4,15.33,0.03,0.02,75.1,5476.0,56.25,2.35,79.87,0.34,5.24,5.92,0.79,14300.0,89.82,6.99,0.47,1.35,0.08,1.28,11260.0,45880.0,10781.0,82.37,94.26,86.21,Jawa Barat,12051.0,10256.0,10781.0,0
,182,0.192716147413,0.00113430629536,32,Jawa Barat,3218,Pangandaran,32,Jawa Barat,3218,Pangandaran,2017,Kabupaten,115346.62188,3218,1161.10274,-7.635621943855612,108.51884965656672,JAWA BARAT,Jawa Barat,77.31,77.68,78.81,89.92,1.06,3.39,4.46,0.14,0.31,0.72,0.54,94.06,0.05,4.65,0.04,0.65,83.44,5.91,10.35,0.3,15852.0,99.9,0.09,,0.65,0.45,0.29,1.31,0.22,54.91,2.81,4.31,9.89,42.35,4.89,17.94,14.47,1.02,7.58,1.63,0.23,,94.9,3.38,79.7,1.4,15.33,0.03,0.02,75.1,5476.0,56.25,2.35,79.87,0.34,5.24,5.92,0.79,14300.0,89.82,6.99,0.47,1.35,0.08,1.28,11260.0,45880.0,10781.0,82.37,94.26,86.21,Jawa Barat,12051.0,10256.0,10781.0,0
,183,0.127870595575,0.000446795288775,32,Jawa Barat,3271,Kota Bogor,32,Jawa Barat,3271,Bogor,2017,Kota,11322.30702,3271,113.97608,-6.593453042798799,106.79956414833416,JAWA BARAT,Jawa Barat,77.31,77.68,78.81,89.92,1.06,3.39,4.46,0.14,0.31,0.72,0.54,94.06,0.05,4.65,0.04,0.65,83.44,5.91,10.35,0.3,15852.0,99.9,0.09,,0.65,0.45,0.29,1.31,0.22,54.91,2.81,4.31,9.89,42.35,4.89,17.94,14.47,1.02,7.58,1.63,0.23,,94.9,3.38,79.7,1.4,15.33,0.03,0.02,75.1,5476.0,56.25,2.35,79.87,0.34,5.24,5.92,0.79,14300.0,89.82,6.99,0.47,1.35,0.08,1.28,11260.0,45880.0,10781.0,82.37,94.26,86.21,Jawa Barat,12051.0,10256.0,10781.0,0
,184,0.0581193937155,8.2163752495e-05,32,Jawa Barat,3272,Kota Sukabumi,32,Jawa Barat,3272,Sukabumi,2017,Kota,4967.06867,3272,50.00055,-6.93987186159354,106.92433205514534,JAWA BARAT,Jawa Barat,77.31,77.68,78.81,89.92,1.06,3.39,4.46,0.14,0.31,0.72,0.54,94.06,0.05,4.65,0.04,0.65,83.44,5.91,10.35,0.3,15852.0,99.9,0.09,,0.65,0.45,0.29,1.31,0.22,54.91,2.81,4.31,9.89,42.35,4.89,17.94,14.47,1.02,7.58,1.63,0.23,,94.9,3.38,79.7,1.4,15.33,0.03,0.02,75.1,5476.0,56.25,2.35,79.87,0.34,5.24,5.92,0.79,14300.0,89.82,6.99,0.47,1.35,0.08,1.28,11260.0,45880.0,10781.0,82.37,94.26,86.21,Jawa Barat,12051.0,10256.0,10781.0,0
,185,0.0518656740286,9.5255105585e-05,32,Jawa Barat,3273,Kota Bandung,32,Jawa Barat,3273,Bandung,2017,Kota,17050.59013,3273,171.63835,-6.919135135270234,107.6366017133277,JAWA BARAT,Jawa Barat,77.31,77.68,78.81,89.92,1.06,3.39,4.46,0.14,0.31,0.72,0.54,94.06,0.05,4.65,0.04,0.65,83.44,5.91,10.35,0.3,15852.0,99.9,0.09,,0.65,0.45,0.29,1.31,0.22,54.91,2.81,4.31,9.89,42.35,4.89,17.94,14.47,1.02,7.58,1.63,0.23,,94.9,3.38,79.7,1.4,15.33,0.03,0.02,75.1,5476.0,56.25,2.35,79.87,0.34,5.24,5.92,0.79,14300.0,89.82,6.99,0.47,1.35,0.08,1.28,11260.0,45880.0,10781.0,82.37,94.26,86.21,Jawa Barat,12051.0,10256.0,10781.0,0
,186,0.127251323749,0.00056337249978,32,Jawa Barat,3274,Kota Cirebon,32,Jawa Barat,3274,Cirebon,2017,Kota,4033.16445,3274,40.59971,-6.74199069176132,108.55332894645562,JAWA BARAT,Jawa Barat,77.31,77.68,78.81,89.92,1.06,3.39,4.46,0.14,0.31,0.72,0.54,94.06,0.05,4.65,0.04,0.65,83.44,5.91,10.35,0.3,15852.0,99.9,0.09,,0.65,0.45,0.29,1.31,0.22,54.91,2.81,4.31,9.89,42.35,4.89,17.94,14.47,1.02,7.58,1.63,0.23,,94.9,3.38,79.7,1.4,15.33,0.03,0.02,75.1,5476.0,56.25,2.35,79.87,0.34,5.24,5.92,0.79,14300.0,89.82,6.99,0.47,1.35,0.08,1.28,11260.0,45880.0,10781.0,82.37,94.26,86.21,Jawa Barat,12051.0,10256.0,10781.0,0
,187,0.0962780658703,0.00036841158677,32,Jawa Barat,3275,Kota Bekasi,32,Jawa Barat,3275,Bekasi,2017,Kota,21666.81023,3275,218.11086,-6.280230672396908,106.97568221083898,JAWA BARAT,Jawa Barat,77.31,77.68,78.81,89.92,1.06,3.39,4.46,0.14,0.31,0.72,0.54,94.06,0.05,4.65,0.04,0.65,83.44,5.91,10.35,0.3,15852.0,99.9,0.09,,0.65,0.45,0.29,1.31,0.22,54.91,2.81,4.31,9.89,42.35,4.89,17.94,14.47,1.02,7.58,1.63,0.23,,94.9,3.38,79.7,1.4,15.33,0.03,0.02,75.1,5476.0,56.25,2.35,79.87,0.34,5.24,5.92,0.79,14300.0,89.82,6.99,0.47,1.35,0.08,1.28,11260.0,45880.0,10781.0,82.37,94.26,86.21,Jawa Barat,12051.0,10256.0,10781.0,0
,188,0.11335912551,0.000320603546885,32,Jawa Barat,3276,Kota Depok,32,Jawa Barat,3276,Depok,2017,Kota,20222.52811,3276,203.57126,-6.396102174995955,106.81680806207645,JAWA BARAT,Jawa Barat,77.31,77.68,78.81,89.92,1.06,3.39,4.46,0.14,0.31,0.72,0.54,94.06,0.05,4.65,0.04,0.65,83.44,5.91,10.35,0.3,15852.0,99.9,0.09,,0.65,0.45,0.29,1.31,0.22,54.91,2.81,4.31,9.89,42.35,4.89,17.94,14.47,1.02,7.58,1.63,0.23,,94.9,3.38,79.7,1.4,15.33,0.03,0.02,75.1,5476.0,56.25,2.35,79.87,0.34,5.24,5.92,0.79,14300.0,89.82,6.99,0.47,1.35,0.08,1.28,11260.0,45880.0,10781.0,82.37,94.26,86.21,Jawa Barat,12051.0,10256.0,10781.0,0
,189,0.109704495376,0.00025540948106,32,Jawa Barat,3277,Kota Cimahi,32,Jawa Barat,3277,Cimahi,2017,Kota,4174.12525,3277,42.01852,-6.886495205865237,107.54358228548745,JAWA BARAT,Jawa Barat,77.31,77.68,78.81,89.92,1.06,3.39,4.46,0.14,0.31,0.72,0.54,94.06,0.05,4.65,0.04,0.65,83.44,5.91,10.35,0.3,15852.0,99.9,0.09,,0.65,0.45,0.29,1.31,0.22,54.91,2.81,4.31,9.89,42.35,4.89,17.94,14.47,1.02,7.58,1.63,0.23,,94.9,3.38,79.7,1.4,15.33,0.03,0.02,75.1,5476.0,56.25,2.35,79.87,0.34,5.24,5.92,0.79,14300.0,89.82,6.99,0.47,1.35,0.08,1.28,11260.0,45880.0,10781.0,82.37,94.26,86.21,Jawa Barat,12051.0,10256.0,10781.0,0
,190,0.110583981627,0.00032969617947,32,Jawa Barat,3278,Kota Tasikmalaya,32,Jawa Barat,3278,Tasikmalaya,2017,Kota,18697.23882,3278,188.21181,-7.360250810183055,108.2193545848017,JAWA BARAT,Jawa Barat,77.31,77.68,78.81,89.92,1.06,3.39,4.46,0.14,0.31,0.72,0.54,94.06,0.05,4.65,0.04,0.65,83.44,5.91,10.35,0.3,15852.0,99.9,0.09,,0.65,0.45,0.29,1.31,0.22,54.91,2.81,4.31,9.89,42.35,4.89,17.94,14.47,1.02,7.58,1.63,0.23,,94.9,3.38,79.7,1.4,15.33,0.03,0.02,75.1,5476.0,56.25,2.35,79.87,0.34,5.24,5.92,0.79,14300.0,89.82,6.99,0.47,1.35,0.08,1.28,11260.0,45880.0,10781.0,82.37,94.26,86.21,Jawa Barat,12051.0,10256.0,10781.0,0
,191,0.101206443668,0.000393289456665,32,Jawa Barat,3279,Kota Banjar,32,Jawa Barat,3279,Banjar,2017,Kota,13264.96689,3279,133.52893,-7.376302096784516,108.5665017726714,JAWA BARAT,Jawa Barat,77.31,77.68,78.81,89.92,1.06,3.39,4.46,0.14,0.31,0.72,0.54,94.06,0.05,4.65,0.04,0.65,83.44,5.91,10.35,0.3,15852.0,99.9,0.09,,0.65,0.45,0.29,1.31,0.22,54.91,2.81,4.31,9.89,42.35,4.89,17.94,14.47,1.02,7.58,1.63,0.23,,94.9,3.38,79.7,1.4,15.33,0.03,0.02,75.1,5476.0,56.25,2.35,79.87,0.34,5.24,5.92,0.79,14300.0,89.82,6.99,0.47,1.35,0.08,1.28,11260.0,45880.0,10781.0,82.37,94.26,86.21,Jawa Barat,12051.0,10256.0,10781.0,0
,192,1.54249347272,0.00469334846973,32,Jawa Barat,3288,Waduk Cirata,32,Jawa Barat,3288,Waduk Cirata,2017,,5817.78887,3288,58.56458,-6.737689508119021,107.29899968585192,JAWA BARAT,Jawa Barat,77.31,77.68,78.81,89.92,1.06,3.39,4.46,0.14,0.31,0.72,0.54,94.06,0.05,4.65,0.04,0.65,83.44,5.91,10.35,0.3,15852.0,99.9,0.09,,0.65,0.45,0.29,1.31,0.22,54.91,2.81,4.31,9.89,42.35,4.89,17.94,14.47,1.02,7.58,1.63,0.23,,94.9,3.38,79.7,1.4,15.33,0.03,0.02,75.1,5476.0,56.25,2.35,79.87,0.34,5.24,5.92,0.79,14300.0,89.82,6.99,0.47,1.35,0.08,1.28,11260.0,45880.0,10781.0,82.37,94.26,86.21,Jawa Barat,12051.0,10256.0,10781.0,0
,193,0.162352633718,0.000690124096405,33,Jawa Tengah,3301,Cilacap,33,Jawa Tengah,3301,Cilacap,2017,Kabupaten,238546.74959,3301,2401.27096,-7.490962972926563,108.89041296658068,JAWA TENGAH,Jawa Tengah,84.0,85.11,86.18,85.27,0.33,12.79,0.71,0.13,0.1,0.67,0.31,91.19,0.03,8.17,0.02,0.28,90.9,1.15,7.9,0.05,17874.0,99.94,0.05,0.01,0.1,0.5,0.44,1.84,0.25,70.29,3.08,7.37,7.1,25.76,14.1,16.79,16.34,1.21,16.18,1.94,0.06,0.5,95.43,1.23,85.21,7.57,5.74,0.03,,86.72,5956.0,71.76,2.19,61.68,0.38,7.37,19.91,7.42,14363.0,91.04,6.42,0.13,0.47,0.06,1.89,8708.0,27914.0,1506.0,86.49,98.35,94.62,Jawa Tengah,2097.0,1964.0,1506.0,0
,194,0.155064798498,0.00103551844547,33,Jawa Tengah,3302,Banyumas,33,Jawa Tengah,3302,Banyumas,2017,Kabupaten,141345.64172,3302,1422.82201,-7.45514503147709,109.17558000856032,JAWA TENGAH,Jawa Tengah,84.0,85.11,86.18,85.27,0.33,12.79,0.71,0.13,0.1,0.67,0.31,91.19,0.03,8.17,0.02,0.28,90.9,1.15,7.9,0.05,17874.0,99.94,0.05,0.01,0.1,0.5,0.44,1.84,0.25,70.29,3.08,7.37,7.1,25.76,14.1,16.79,16.34,1.21,16.18,1.94,0.06,0.5,95.43,1.23,85.21,7.57,5.74,0.03,,86.72,5956.0,71.76,2.19,61.68,0.38,7.37,19.91,7.42,14363.0,91.04,6.42,0.13,0.47,0.06,1.89,8708.0,27914.0,1506.0,86.49,98.35,94.62,Jawa Tengah,2097.0,1964.0,1506.0,0
,195,0.107627213039,0.00036650465948,33,Jawa Tengah,3303,Purbalingga,33,Jawa Tengah,3303,Purbalingga,2017,Kabupaten,82124.75093,3303,826.69237,-7.322916241641145,109.40731841207436,JAWA TENGAH,Jawa Tengah,84.0,85.11,86.18,85.27,0.33,12.79,0.71,0.13,0.1,0.67,0.31,91.19,0.03,8.17,0.02,0.28,90.9,1.15,7.9,0.05,17874.0,99.94,0.05,0.01,0.1,0.5,0.44,1.84,0.25,70.29,3.08,7.37,7.1,25.76,14.1,16.79,16.34,1.21,16.18,1.94,0.06,0.5,95.43,1.23,85.21,7.57,5.74,0.03,,86.72,5956.0,71.76,2.19,61.68,0.38,7.37,19.91,7.42,14363.0,91.04,6.42,0.13,0.47,0.06,1.89,8708.0,27914.0,1506.0,86.49,98.35,94.62,Jawa Tengah,2097.0,1964.0,1506.0,0
,196,0.0472740732245,8.5581834775e-05,33,Jawa Tengah,3304,Banjarnegara,33,Jawa Tengah,3304,Banjarnegara,2017,Kabupaten,116819.2845,3304,1175.93694,-7.351881908056216,109.65741934453622,JAWA TENGAH,Jawa Tengah,84.0,85.11,86.18,85.27,0.33,12.79,0.71,0.13,0.1,0.67,0.31,91.19,0.03,8.17,0.02,0.28,90.9,1.15,7.9,0.05,17874.0,99.94,0.05,0.01,0.1,0.5,0.44,1.84,0.25,70.29,3.08,7.37,7.1,25.76,14.1,16.79,16.34,1.21,16.18,1.94,0.06,0.5,95.43,1.23,85.21,7.57,5.74,0.03,,86.72,5956.0,71.76,2.19,61.68,0.38,7.37,19.91,7.42,14363.0,91.04,6.42,0.13,0.47,0.06,1.89,8708.0,27914.0,1506.0,86.49,98.35,94.62,Jawa Tengah,2097.0,1964.0,1506.0,0
,197,0.129354104015,0.0005248826565,33,Jawa Tengah,3305,Kebumen,33,Jawa Tengah,3305,Kebumen,2017,Kabupaten,135459.87187,3305,1363.56601,-7.655168808882135,109.61736034128552,JAWA TENGAH,Jawa Tengah,84.0,85.11,86.18,85.27,0.33,12.79,0.71,0.13,0.1,0.67,0.31,91.19,0.03,8.17,0.02,0.28,90.9,1.15,7.9,0.05,17874.0,99.94,0.05,0.01,0.1,0.5,0.44,1.84,0.25,70.29,3.08,7.37,7.1,25.76,14.1,16.79,16.34,1.21,16.18,1.94,0.06,0.5,95.43,1.23,85.21,7.57,5.74,0.03,,86.72,5956.0,71.76,2.19,61.68,0.38,7.37,19.91,7.42,14363.0,91.04,6.42,0.13,0.47,0.06,1.89,8708.0,27914.0,1506.0,86.49,98.35,94.62,Jawa Tengah,2097.0,1964.0,1506.0,0
,198,0.147089996823,0.00055850556943,33,Jawa Tengah,3306,Purworejo,33,Jawa Tengah,3306,Purworejo,2017,Kabupaten,110958.59292,3306,1116.92973,-7.699577291040891,109.96603744068976,JAWA TENGAH,Jawa Tengah,84.0,85.11,86.18,85.27,0.33,12.79,0.71,0.13,0.1,0.67,0.31,91.19,0.03,8.17,0.02,0.28,90.9,1.15,7.9,0.05,17874.0,99.94,0.05,0.01,0.1,0.5,0.44,1.84,0.25,70.29,3.08,7.37,7.1,25.76,14.1,16.79,16.34,1.21,16.18,1.94,0.06,0.5,95.43,1.23,85.21,7.57,5.74,0.03,,86.72,5956.0,71.76,2.19,61.68,0.38,7.37,19.91,7.42,14363.0,91.04,6.42,0.13,0.47,0.06,1.89,8708.0,27914.0,1506.0,86.49,98.35,94.62,Jawa Tengah,2097.0,1964.0,1506.0,0
,199,0.0910241650996,0.000422904457725,33,Jawa Tengah,3307,Wonosobo,33,Jawa Tengah,3307,Wonosobo,2017,Kabupaten,101058.60967,3307,1017.28347,-7.415535200090703,109.90722306999888,JAWA TENGAH,Jawa Tengah,84.0,85.11,86.18,85.27,0.33,12.79,0.71,0.13,0.1,0.67,0.31,91.19,0.03,8.17,0.02,0.28,90.9,1.15,7.9,0.05,17874.0,99.94,0.05,0.01,0.1,0.5,0.44,1.84,0.25,70.29,3.08,7.37,7.1,25.76,14.1,16.79,16.34,1.21,16.18,1.94,0.06,0.5,95.43,1.23,85.21,7.57,5.74,0.03,,86.72,5956.0,71.76,2.19,61.68,0.38,7.37,19.91,7.42,14363.0,91.04,6.42,0.13,0.47,0.06,1.89,8708.0,27914.0,1506.0,86.49,98.35,94.62,Jawa Tengah,2097.0,1964.0,1506.0,0
,200,0.096335155093,0.000494502640385,33,Jawa Tengah,3308,Magelang,33,Jawa Tengah,3308,Magelang,2017,Kabupaten,115070.50299,3308,1158.32801,-7.501579691939518,110.24673321887194,JAWA TENGAH,Jawa Tengah,84.0,85.11,86.18,85.27,0.33,12.79,0.71,0.13,0.1,0.67,0.31,91.19,0.03,8.17,0.02,0.28,90.9,1.15,7.9,0.05,17874.0,99.94,0.05,0.01,0.1,0.5,0.44,1.84,0.25,70.29,3.08,7.37,7.1,25.76,14.1,16.79,16.34,1.21,16.18,1.94,0.06,0.5,95.43,1.23,85.21,7.57,5.74,0.03,,86.72,5956.0,71.76,2.19,61.68,0.38,7.37,19.91,7.42,14363.0,91.04,6.42,0.13,0.47,0.06,1.89,8708.0,27914.0,1506.0,86.49,98.35,94.62,Jawa Tengah,2097.0,1964.0,1506.0,0
,201,0.132166376125,0.00048922757271,33,Jawa Tengah,3309,Boyolali,33,Jawa Tengah,3309,Boyolali,2017,Kabupaten,110602.68402,3309,1113.35661,-7.418562123472956,110.65065631607403,JAWA TENGAH,Jawa Tengah,84.0,85.11,86.18,85.27,0.33,12.79,0.71,0.13,0.1,0.67,0.31,91.19,0.03,8.17,0.02,0.28,90.9,1.15,7.9,0.05,17874.0,99.94,0.05,0.01,0.1,0.5,0.44,1.84,0.25,70.29,3.08,7.37,7.1,25.76,14.1,16.79,16.34,1.21,16.18,1.94,0.06,0.5,95.43,1.23,85.21,7.57,5.74,0.03,,86.72,5956.0,71.76,2.19,61.68,0.38,7.37,19.91,7.42,14363.0,91.04,6.42,0.13,0.47,0.06,1.89,8708.0,27914.0,1506.0,86.49,98.35,94.62,Jawa Tengah,2097.0,1964.0,1506.0,0
,202,0.0585335755411,9.85926014299e-05,33,Jawa Tengah,3310,Klaten,33,Jawa Tengah,3310,Klaten,2017,Kabupaten,71396.93159,3310,718.69502,-7.686395121198295,110.61989755589164,JAWA TENGAH,Jawa Tengah,84.0,85.11,86.18,85.27,0.33,12.79,0.71,0.13,0.1,0.67,0.31,91.19,0.03,8.17,0.02,0.28,90.9,1.15,7.9,0.05,17874.0,99.94,0.05,0.01,0.1,0.5,0.44,1.84,0.25,70.29,3.08,7.37,7.1,25.76,14.1,16.79,16.34,1.21,16.18,1.94,0.06,0.5,95.43,1.23,85.21,7.57,5.74,0.03,,86.72,5956.0,71.76,2.19,61.68,0.38,7.37,19.91,7.42,14363.0,91.04,6.42,0.13,0.47,0.06,1.89,8708.0,27914.0,1506.0,86.49,98.35,94.62,Jawa Tengah,2097.0,1964.0,1506.0,0
,203,0.0812395750481,0.00018465091458,33,Jawa Tengah,3311,Sukoharjo,33,Jawa Tengah,3311,Sukoharjo,2017,Kabupaten,50247.04217,3311,505.79632,-7.680857384229969,110.83462858664124,JAWA TENGAH,Jawa Tengah,84.0,85.11,86.18,85.27,0.33,12.79,0.71,0.13,0.1,0.67,0.31,91.19,0.03,8.17,0.02,0.28,90.9,1.15,7.9,0.05,17874.0,99.94,0.05,0.01,0.1,0.5,0.44,1.84,0.25,70.29,3.08,7.37,7.1,25.76,14.1,16.79,16.34,1.21,16.18,1.94,0.06,0.5,95.43,1.23,85.21,7.57,5.74,0.03,,86.72,5956.0,71.76,2.19,61.68,0.38,7.37,19.91,7.42,14363.0,91.04,6.42,0.13,0.47,0.06,1.89,8708.0,27914.0,1506.0,86.49,98.35,94.62,Jawa Tengah,2097.0,1964.0,1506.0,0
,204,0.134442572104,0.00081604616675,33,Jawa Tengah,3312,Wonogiri,33,Jawa Tengah,3312,Wonogiri,2017,Kabupaten,195972.54293,3312,1972.68217,-7.920201595152831,111.00040370114164,JAWA TENGAH,Jawa Tengah,84.0,85.11,86.18,85.27,0.33,12.79,0.71,0.13,0.1,0.67,0.31,91.19,0.03,8.17,0.02,0.28,90.9,1.15,7.9,0.05,17874.0,99.94,0.05,0.01,0.1,0.5,0.44,1.84,0.25,70.29,3.08,7.37,7.1,25.76,14.1,16.79,16.34,1.21,16.18,1.94,0.06,0.5,95.43,1.23,85.21,7.57,5.74,0.03,,86.72,5956.0,71.76,2.19,61.68,0.38,7.37,19.91,7.42,14363.0,91.04,6.42,0.13,0.47,0.06,1.89,8708.0,27914.0,1506.0,86.49,98.35,94.62,Jawa Tengah,2097.0,1964.0,1506.0,0
,205,0.124855116614,0.00036539031164,33,Jawa Tengah,3313,Karanganyar,33,Jawa Tengah,3313,Karanganyar,2017,Kabupaten,81805.88964,3313,823.47539,-7.614457703677596,111.01926543165686,JAWA TENGAH,Jawa Tengah,84.0,85.11,86.18,85.27,0.33,12.79,0.71,0.13,0.1,0.67,0.31,91.19,0.03,8.17,0.02,0.28,90.9,1.15,7.9,0.05,17874.0,99.94,0.05,0.01,0.1,0.5,0.44,1.84,0.25,70.29,3.08,7.37,7.1,25.76,14.1,16.79,16.34,1.21,16.18,1.94,0.06,0.5,95.43,1.23,85.21,7.57,5.74,0.03,,86.72,5956.0,71.76,2.19,61.68,0.38,7.37,19.91,7.42,14363.0,91.04,6.42,0.13,0.47,0.06,1.89,8708.0,27914.0,1506.0,86.49,98.35,94.62,Jawa Tengah,2097.0,1964.0,1506.0,0
,206,0.0936544795347,0.000261500570905,33,Jawa Tengah,3314,Sragen,33,Jawa Tengah,3314,Sragen,2017,Kabupaten,99410.42907,3314,1000.69329,-7.387131166804866,110.97743516481192,JAWA TENGAH,Jawa Tengah,84.0,85.11,86.18,85.27,0.33,12.79,0.71,0.13,0.1,0.67,0.31,91.19,0.03,8.17,0.02,0.28,90.9,1.15,7.9,0.05,17874.0,99.94,0.05,0.01,0.1,0.5,0.44,1.84,0.25,70.29,3.08,7.37,7.1,25.76,14.1,16.79,16.34,1.21,16.18,1.94,0.06,0.5,95.43,1.23,85.21,7.57,5.74,0.03,,86.72,5956.0,71.76,2.19,61.68,0.38,7.37,19.91,7.42,14363.0,91.04,6.42,0.13,0.47,0.06,1.89,8708.0,27914.0,1506.0,86.49,98.35,94.62,Jawa Tengah,2097.0,1964.0,1506.0,0
,207,0.299468189167,0.00222150282517,33,Jawa Tengah,3315,Grobogan,33,Jawa Tengah,3315,Grobogan,2017,Kabupaten,206171.87747,3315,2075.40041,-7.116879665010258,110.92710077486868,JAWA TENGAH,Jawa Tengah,84.0,85.11,86.18,85.27,0.33,12.79,0.71,0.13,0.1,0.67,0.31,91.19,0.03,8.17,0.02,0.28,90.9,1.15,7.9,0.05,17874.0,99.94,0.05,0.01,0.1,0.5,0.44,1.84,0.25,70.29,3.08,7.37,7.1,25.76,14.1,16.79,16.34,1.21,16.18,1.94,0.06,0.5,95.43,1.23,85.21,7.57,5.74,0.03,,86.72,5956.0,71.76,2.19,61.68,0.38,7.37,19.91,7.42,14363.0,91.04,6.42,0.13,0.47,0.06,1.89,8708.0,27914.0,1506.0,86.49,98.35,94.62,Jawa Tengah,2097.0,1964.0,1506.0,0
,208,0.239058917741,0.00189372874379,33,Jawa Tengah,3316,Blora,33,Jawa Tengah,3316,Blora,2017,Kabupaten,197859.62218,3316,1991.72856,-7.075962401610758,111.38763651697356,JAWA TENGAH,Jawa Tengah,84.0,85.11,86.18,85.27,0.33,12.79,0.71,0.13,0.1,0.67,0.31,91.19,0.03,8.17,0.02,0.28,90.9,1.15,7.9,0.05,17874.0,99.94,0.05,0.01,0.1,0.5,0.44,1.84,0.25,70.29,3.08,7.37,7.1,25.76,14.1,16.79,16.34,1.21,16.18,1.94,0.06,0.5,95.43,1.23,85.21,7.57,5.74,0.03,,86.72,5956.0,71.76,2.19,61.68,0.38,7.37,19.91,7.42,14363.0,91.04,6.42,0.13,0.47,0.06,1.89,8708.0,27914.0,1506.0,86.49,98.35,94.62,Jawa Tengah,2097.0,1964.0,1506.0,0
